Number, Label1, Label2, UserName, UserLogin, UTM_X, UTM_X_Real, UTM_Y, UTM_Y_Real, Length_m, Length_Real_m, Stemming_m, Stemming_Real_m, Diameter_mm, Diameter_Real_mm, Subdrilling_m, Subdrilling_Real_m, Angle_deg, Angle_Real_deg, Azimuth_deg, Azimuth_Real_deg, Total_Charge_kg, Total_Charge_Real_kg, Charge_Bulk_kg, Charge_Bulk_Real_kg, Charge_Cartridge_kg, Charge_Cartridge_Real_kg, Booster_un, Booster_Real_un, Charge_Description, waterPresence, waterColumn_m, waterColumn_Real_m, eliminated, changed, dateUpdate, Burden_m, Spacing_m, Powder_Factor, Powder_Factor_Real, Redrill, Comment, final_length_m, truck_number, number_primes_qty, number_detonators_qty, temperature_deg, density
287, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748780.320, 748780.320, 8930607.430, 8930607.430, 11.080, 11.000, 2.300, 4.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 127.000, 155.431, 127.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 127.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:50:06, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
288, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748784.910, 748784.910, 8930603.810, 8930603.810, 11.260, 10.500, 2.300, 4.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 158.618, 128.000, 158.618, 128.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 128.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:34:59, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
289, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748786.160, 748786.160, 8930600.680, 8930600.680, 11.340, 11.340, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 160.034, 160.034, 160.034, 160.034, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 160.0, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:51:50, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
290, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748787.400, 748787.400, 8930597.550, 8930597.550, 11.750, 11.750, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 167.292, 167.292, 167.292, 167.292, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 167.3, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:53:22, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
291, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748788.640, 748788.640, 8930594.420, 8930594.420, 11.390, 11.390, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 160.919, 160.919, 160.919, 160.919, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 160.9, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:53:48, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
292, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748789.880, 748789.880, 8930591.280, 8930591.280, 11.320, 11.320, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 159.680, 159.680, 159.680, 159.680, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 159.7, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:53:53, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
330, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748794.470, 748794.470, 8930587.670, 8930587.670, 11.280, 11.280, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 158.972, 158.972, 158.972, 158.972, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 159.0, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:54:48, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
331, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748793.230, 748793.230, 8930590.800, 8930590.800, 11.260, 11.260, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 158.618, 158.618, 158.618, 158.618, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 158.6, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:55:31, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
332, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748791.990, 748791.990, 8930593.930, 8930593.930, 11.300, 11.300, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 159.326, 159.326, 159.326, 159.326, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 159.3, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:16:21, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
333, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748790.740, 748790.740, 8930597.060, 8930597.060, 11.610, 10.500, 2.300, 3.600, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 164.814, 126.000, 164.814, 126.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:51:15, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
334, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748789.500, 748789.500, 8930600.190, 8930600.190, 11.110, 11.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.962, 113.000, 155.962, 113.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 113.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:35:14, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
335, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748794.090, 748794.090, 8930596.580, 8930596.580, 11.880, 10.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 169.594, 118.000, 169.594, 118.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 118.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:51:47, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
336, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748795.330, 748795.330, 8930593.440, 8930593.440, 11.640, 10.500, 2.300, 3.600, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 165.345, 112.000, 165.345, 112.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 112.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:35:23, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
337, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748796.570, 748796.570, 8930590.310, 8930590.310, 11.830, 9.500, 2.300, 4.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 168.708, 86.000, 168.708, 86.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 86.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:52:43, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
338, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748797.820, 748797.820, 8930587.180, 8930587.180, 11.650, 11.650, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 165.522, 165.522, 165.522, 165.522, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 165.5, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:54:42, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
339, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748799.060, 748799.060, 8930584.050, 8930584.050, 11.530, 11.530, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 163.398, 163.398, 163.398, 163.398, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 163.4, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:56:03, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
363, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748801.150, 748801.150, 8930583.060, 8930583.060, 11.180, 11.180, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 157.202, 157.202, 157.202, 157.202, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 157.2, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:56:01, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
364, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748798.660, 748798.660, 8930589.320, 8930589.320, 11.960, 11.000, 2.300, 4.200, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 171.010, 86.000, 171.010, 86.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 86.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:53:06, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
365, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748799.290, 748799.290, 8930592.170, 8930592.170, 12.230, 10.600, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 175.790, 116.000, 175.790, 116.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 116.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:52:28, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
366, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748801.370, 748801.370, 8930586.780, 8930586.780, 11.580, 11.300, 2.300, 4.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 164.283, 98.000, 164.283, 98.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 98.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:53:31, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
367, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748803.850, 748803.850, 8930580.510, 8930580.510, 11.340, 11.340, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 160.034, 160.034, 160.034, 160.034, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 160.0, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:25:18, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
382, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748807.160, 748807.160, 8930578.200, 8930578.200, 11.500, 11.500, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 162.866, 162.866, 162.866, 162.866, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 162.9, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:57:08, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
383, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748804.680, 748804.680, 8930584.460, 8930584.460, 11.570, 10.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 164.106, 85.000, 164.106, 85.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 85.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:54:42, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
384, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748802.600, 748802.600, 8930589.300, 8930589.300, 11.600, 10.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 164.637, 99.000, 164.637, 99.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 99.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:54:19, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
385, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748805.630, 748805.630, 8930586.660, 8930586.660, 11.660, 11.660, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 165.699, 165.699, 165.699, 165.699, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 165.7, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:25:08, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
386, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748807.990, 748807.990, 8930582.150, 8930582.150, 11.700, 10.500, 2.300, 4.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 166.407, 72.000, 166.407, 72.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 72.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:55:08, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
387, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748810.480, 748810.480, 8930575.890, 8930575.890, 11.660, 11.660, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 165.699, 165.699, 165.699, 165.699, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 165.7, 0, 0.000, 0.000, 1, 1, 12/05/2026. 15:57:23, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
400, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748813.790, 748813.790, 8930573.580, 8930573.580, 11.700, 10.500, 2.300, 4.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 166.407, 115.000, 166.407, 115.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 115.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:57:27, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
401, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748811.300, 748811.300, 8930579.840, 8930579.840, 11.760, 10.500, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 167.469, 99.000, 167.469, 99.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 99.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:56:31, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
402, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748814.610, 748814.610, 8930577.530, 8930577.530, 11.920, 11.500, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 170.302, 120.000, 170.302, 120.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 120.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:35:40, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
403, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748817.100, 748817.100, 8930571.260, 8930571.260, 11.850, 11.000, 2.300, 5.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 169.062, 95.000, 169.062, 95.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 95.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:58:04, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
404, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748819.580, 748819.580, 8930565.000, 8930565.000, 12.020, 12.020, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 172.072, 172.072, 172.072, 172.072, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 172.1, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:04:38, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
405, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748822.070, 748822.070, 8930558.730, 8930558.730, 12.250, 12.250, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 176.144, 176.144, 176.144, 176.144, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 176.1, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:05:23, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
410, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748830.350, 748830.350, 8930543.890, 8930543.890, 11.080, 11.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 133.600, 155.431, 133.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 133.6, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:35:51, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
411, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748827.870, 748827.870, 8930550.160, 8930550.160, 11.080, 12.000, 2.300, 3.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 127.200, 155.431, 127.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 127.2, 1, 0.000, 6.000, 0, 1, 14/05/2026. 13:36:07, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
412, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748825.380, 748825.380, 8930556.420, 8930556.420, 12.030, 11.500, 2.300, 3.200, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 172.249, 117.800, 172.249, 117.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 117.8, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:01:08, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
413, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748822.890, 748822.890, 8930562.690, 8930562.690, 12.040, 6.000, 2.300, 4.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 172.426, 40.700, 172.426, 40.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 40.7, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:00:04, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
414, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748820.410, 748820.410, 8930568.950, 8930568.950, 11.960, 11.000, 2.300, 3.200, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 171.010, 123.000, 171.010, 123.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:36:17, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
415, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748817.920, 748817.920, 8930575.220, 8930575.220, 11.730, 6.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 166.938, 37.000, 166.938, 37.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 37.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:57:44, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
416, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748821.230, 748821.230, 8930572.910, 8930572.910, 11.610, 10.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 164.814, 74.000, 164.814, 74.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 74.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 09:58:18, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
417, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748823.570, 748823.570, 8930570.000, 8930570.000, 11.740, 10.500, 2.300, 3.400, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 167.115, 126.000, 167.115, 126.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.0, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:36:54, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
418, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748823.720, 748823.720, 8930566.640, 8930566.640, 11.900, 11.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 169.948, 135.900, 169.948, 135.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 135.9, 0, 0.000, 0.000, 0, 1, 14/05/2026. 13:36:25, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
419, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748826.210, 748826.210, 8930560.380, 8930560.380, 12.030, 11.000, 2.300, 3.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 172.249, 106.700, 172.249, 106.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 106.7, 1, 0.000, 6.000, 0, 1, 14/05/2026. 13:37:03, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
420, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748828.690, 748828.690, 8930554.110, 8930554.110, 11.080, 10.500, 2.300, 3.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 158.200, 155.431, 158.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 158.2, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:02:27, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
421, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748831.180, 748831.180, 8930547.850, 8930547.850, 11.080, 10.500, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 92.500, 155.431, 92.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 92.5, 0, 0.000, 0.000, 0, 1, 14/05/2026. 10:40:43, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
422, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748833.660, 748833.660, 8930541.580, 8930541.580, 11.080, 10.500, 2.300, 3.000, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 92.600, 155.431, 92.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 92.6, 0, 0.000, 0.000, 1, 1, 14/05/2026. 10:40:00, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
423, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748836.970, 748836.970, 8930539.270, 8930539.270, 11.080, 9.000, 2.300, 2.400, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 110.000, 155.431, 110.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 110.0, 1, 0.000, 3.000, 0, 1, 13/05/2026. 10:07:32, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
424, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748834.490, 748834.490, 8930545.530, 8930545.530, 11.080, 10.500, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 141.700, 155.431, 141.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 141.7, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:05:16, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
425, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748832.000, 748832.000, 8930551.800, 8930551.800, 11.080, 11.000, 2.300, 3.400, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 160.000, 155.431, 160.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 160.0, 1, 0.000, 6.000, 0, 1, 13/05/2026. 10:02:58, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
426, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748829.520, 748829.520, 8930558.060, 8930558.060, 12.070, 11.700, 2.300, 3.600, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 172.957, 160.700, 172.957, 160.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 160.7, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:01:36, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
427, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748827.030, 748827.030, 8930564.330, 8930564.330, 11.820, 9.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 168.531, 85.000, 168.531, 85.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 85.0, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:00:18, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
428, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748829.070, 748829.070, 8930561.440, 8930561.440, 11.940, 10.000, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 170.656, 112.900, 170.656, 112.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 112.9, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:00:48, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
429, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748832.760, 748832.760, 8930555.710, 8930555.710, 11.950, 10.500, 2.300, 3.500, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 170.833, 119.700, 170.833, 119.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 119.7, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:02:41, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
430, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748834.710, 748834.710, 8930552.680, 8930552.680, 11.080, 9.800, 2.300, 3.400, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 110.900, 155.431, 110.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 110.9, 0, 0.000, 0.000, 0, 1, 13/05/2026. 10:03:49, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
431, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748835.310, 748835.310, 8930549.490, 8930549.490, 11.080, 11.080, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 155.431, 155.431, 155.431, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 155.4, 0, 0.000, 0.000, 1, 1, 12/05/2026. 17:07:05, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
432, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748837.800, 748837.800, 8930543.220, 8930543.220, 11.080, 9.000, 2.300, 2.400, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 110.600, 155.431, 110.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 110.6, 1, 0.000, 6.000, 0, 1, 13/05/2026. 10:06:24, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
433, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748841.110, 748841.110, 8930540.910, 8930540.910, 11.080, 11.080, 2.300, 2.300, 140, 140, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 155.431, 155.431, 155.431, 155.431, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 155.4, 0, 0.000, 0.000, 1, 1, 12/05/2026. 16:16:32, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
